"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-10",102.2272,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-11",102.0777,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-12",101.9454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-01",101.8436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-02",101.774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-03",101.738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-04",101.732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-05",101.7348,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-06",101.701,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-07",101.6166,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-08",101.4812,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-09",101.3048,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-10",101.1191,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-11",100.9686,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-12",100.8569,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-01",100.7849,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.7334,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.6843,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.6489,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.6117,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.5518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.4718,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.3573,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-09",100.1946,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-10",100.0079,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-11",99.83688,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-12",99.67995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-01",99.50874,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-02",99.31242,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-03",99.12119,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-04",98.96613,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-05",98.84375,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-06",98.72741,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-07",98.59822,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-08",98.4483,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-09",98.29027,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-10",98.14795,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-11",98.035,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-12",97.98367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-01",98.01729,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-02",98.14255,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-03",98.34179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-04",98.55495,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-05",98.77141,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-06",98.99651,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-07",99.23466,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.46507,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.64383,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.74692,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.78749,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.79797,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.81506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.84493,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.86945,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.85329,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.7532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.57175,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.35786,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-08",99.1883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-09",99.12522,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-10",99.19256,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-11",99.37084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-12",99.61448,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-01",99.85628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-02",100.0675,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-03",100.2412,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-04",100.3851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-05",100.5142,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-06",100.6344,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-07",100.7654,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-08",100.9004,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-09",101.0099,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-10",101.0857,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-11",101.1245,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-12",101.1218,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-01",101.072,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-02",100.9518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.7845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-04",100.623,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-05",100.5149,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-06",100.4619,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-07",100.438,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-08",100.4217,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.382,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.3122,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.2205,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.1108,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.0154,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-02",99.93493,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-03",99.87117,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.8365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-05",99.84592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-06",99.89765,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.96568,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-08",100.0344,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-09",100.0963,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-10",100.1505,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-11",100.1886,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-12",100.2157,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-01",100.2351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-02",100.2496,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-03",100.2549,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-04",100.252,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-05",100.2349,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-06",100.2245,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-07",100.2355,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-08",100.2642,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-09",100.3068,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-10",100.3563,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-11",100.3961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.4339,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.4793,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.5286,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.575,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.6196,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.6595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.6932,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.7251,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.7626,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.7986,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.8201,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.8199,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.806,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.7726,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.7121,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.6073,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.4423,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.2196,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-06",99.95307,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-07",99.67159,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.42621,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.26873,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.22213,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.29867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.46775,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.69387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-02",99.94355,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.1851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.4034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.5828,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.7224,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.8169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.8634,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.8628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.8252,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-11",100.7627,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-12",100.6819,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-01",100.5691,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-02",100.4332,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-03",100.3102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-04",100.1967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-05",100.1016,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-06",100.029,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-07",99.98949,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-08",99.98619,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-09",100.0156,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-10",100.0834,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-11",100.1679,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-12",100.2519,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-01",100.3293,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-02",100.381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.406,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.4081,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-05",100.3921,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-06",100.3589,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-07",100.314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-08",100.275,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-09",100.2613,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-10",100.2736,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-11",100.3231,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-12",100.4,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-01",100.5011,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-02",100.5983,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-03",100.6656,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-04",100.6861,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-05",100.6437,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-06",100.5499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-07",100.433,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-08",100.2959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-09",100.1314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.93574,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-11",99.71277,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-12",99.47958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-01",99.27516,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-02",99.14343,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-03",99.09949,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-04",99.14014,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-05",99.24126,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-06",99.38575,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-07",99.55155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.72134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.88418,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-10",100.0423,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.1965,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.3414,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.4618,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.5434,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.5805,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.5745,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.5403,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.4956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.457,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.4368,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.4379,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.4565,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.4774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.4892,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.4862,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.4613,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.4179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.3595,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.3034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.2667,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.2529,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.254,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.2701,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.3091,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.3823,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.4819,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.5913,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.7181,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.8498,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.9788,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.0981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.2178,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.3457,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.4837,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.6292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.7689,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.8944,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",102.0042,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.0959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",102.1728,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",102.2261,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.2412,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.2102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.1233,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.9837,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.8025,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.5905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.3381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.0348,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.6895,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.2958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",99.84447,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",99.33421,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",98.73912,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",98.07586,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",97.38267,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",96.72291,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",96.15631,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",95.71053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",95.41641,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",95.30046,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.35445,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.5387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",95.85293,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.30262,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.88229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",97.56084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.31892,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.12453,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.91884,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",100.6439,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.2436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",101.6773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.9514,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",102.0902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",102.1238,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",102.0744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.9591,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.8019,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.636,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.4826,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.3561,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.2542,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.1615,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.062,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.9452,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.8046,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.6417,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.4481,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.2266,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",99.9764,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.68282,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.35728,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.01994,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",98.70499,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",98.43736,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",98.23008,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",98.09007,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",98.01556,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",97.98697,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",97.99506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.03759,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.12474,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.26726,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.45691,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.66655,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.88161,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.0854,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.27094,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.4398,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.61258,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.79324,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.99265,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.2125,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.4525,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.7047,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.9592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",101.1902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",101.388,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.5459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.6762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.7859,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.8759,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",101.9402,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",101.9799,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",101.9845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",101.9481,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",101.8735,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",101.7722,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",101.6585,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",101.5436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",101.444,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",101.3624,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",101.3005,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",101.2583,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",101.228,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",101.1987,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",101.1612,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",101.1143,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",101.059,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.9854,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.896,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.7959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.6956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.5934,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.4868,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.3673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.2454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.1408,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.0615,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.0192,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.0238,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.0845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.2085,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.3637,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.51,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.6338,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.7349,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.8056,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.8482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.8667,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.8678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.8775,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.8893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.894,
